id,name,rating,price_level,indoor_outdoor,latitude,longitude,opening_time,gmaps_link,features_text,city,country,combined_features,total_reviews,today_hours,place_type
ChIJGerRTiYMZ0gRuVDCYtqFU50,dublinia,4.5,1,outdoor,53.343149,-6.2720614,Monday: 10:00 AM – 5:00 PM | Tuesday: 10:00 AM – 5:00 PM | Wednesday: 10:00 AM – 5:00 PM | Thursday: 10:00 AM – 5:00 PM | Friday: 10:00 AM – 5:00 PM | Saturday: 10:00 AM – 5:00 PM | Sunday: 10:00 AM – 5:00 PM,https://maps.google.com/?cid=11336551860027936953&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,history museum tourist attraction museum point of interest establishment,dublin,ireland,"A outdoor destination named dublinia located in dublin, ireland. This place features characteristics and experiences such as: history museum tourist attraction museum point of interest establishment. It is categorized as a destination. It is moderately priced and mid-range.",159,Monday: 10:00 AM – 5:00 PM | Tuesday: 10:00 AM – 5:00 PM | Wednesday: 10:00 AM – 5:00 PM | Thursday: 10:00 AM – 5:00 PM | Friday: 10:00 AM – 5:00 PM | Saturday: 10:00 AM – 5:00 PM | Sunday: 10:00 AM – 5:00 PM,destination
ChIJ3Y7HLZsOZ0gRpE8_XUYbw1A,the book of kells experience,4.4,1,outdoor,53.343888,-6.256755399999999,Monday: 9:00 AM – 6:00 PM | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 6:00 PM | Saturday: 9:00 AM – 6:30 PM | Sunday: 9:30 AM – 6:00 PM,https://maps.google.com/?cid=5819525132518903716&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,tourist attraction point of interest establishment,dublin,ireland,"A outdoor destination named the book of kells experience located in dublin, ireland. This place features characteristics and experiences such as: tourist attraction point of interest establishment. It is categorized as a destination. It is moderately priced and mid-range.",452,Monday: 9:00 AM – 6:00 PM | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 6:00 PM | Saturday: 9:00 AM – 6:30 PM | Sunday: 9:30 AM – 6:00 PM,destination
ChIJN2VMFYQOZ0gRJOGvwqfeTjQ,gpo museum,4.6,1,outdoor,53.3495282,-6.2606027,Monday: 10:00 AM – 5:00 PM | Tuesday: 10:00 AM – 5:00 PM | Wednesday: 10:00 AM – 5:00 PM | Thursday: 10:00 AM – 5:00 PM | Friday: 10:00 AM – 5:00 PM | Saturday: 10:00 AM – 5:00 PM | Sunday: Closed,https://maps.google.com/?cid=3769194750262894884&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,history museum historical landmark gift shop tourist attraction historical place museum point of interest store establishment,dublin,ireland,"A outdoor destination named gpo museum located in dublin, ireland. This place features characteristics and experiences such as: history museum historical landmark gift shop tourist attraction historical place museum point of interest store establishment. It is categorized as a destination. It is moderately priced and mid-range.",367,Monday: 10:00 AM – 5:00 PM | Tuesday: 10:00 AM – 5:00 PM | Wednesday: 10:00 AM – 5:00 PM | Thursday: 10:00 AM – 5:00 PM | Friday: 10:00 AM – 5:00 PM | Saturday: 10:00 AM – 5:00 PM | Sunday: Closed,destination
ChIJ3VIPQ0ENZ0gRmSfLArET35g,skyview tower,4.3,1,outdoor,53.34848,-6.2778188,Monday: 7:00 AM – 10:00 PM | Tuesday: 7:00 AM – 10:00 PM | Wednesday: 7:00 AM – 10:00 PM | Thursday: 7:00 AM – 10:00 PM | Friday: 7:00 AM – 10:00 PM | Saturday: 7:00 AM – 10:00 PM | Sunday: 7:00 AM – 10:00 PM,https://maps.google.com/?cid=11015544864548530073&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,tourist attraction point of interest establishment,dublin,ireland,"A outdoor destination named skyview tower located in dublin, ireland. This place features characteristics and experiences such as: tourist attraction point of interest establishment. It is categorized as a destination. It is moderately priced and mid-range.",96,Monday: 7:00 AM – 10:00 PM | Tuesday: 7:00 AM – 10:00 PM | Wednesday: 7:00 AM – 10:00 PM | Thursday: 7:00 AM – 10:00 PM | Friday: 7:00 AM – 10:00 PM | Saturday: 7:00 AM – 10:00 PM | Sunday: 7:00 AM – 10:00 PM,destination
ChIJV2soBIcOZ0gRPPBrxva2Twg,james joyce centre,4.3,1,outdoor,53.3541941,-6.259980499999999,Monday: Closed | Tuesday: 10:30 AM – 4:30 PM | Wednesday: 10:30 AM – 4:30 PM | Thursday: 10:30 AM – 4:30 PM | Friday: 10:30 AM – 4:30 PM | Saturday: 10:30 AM – 4:30 PM | Sunday: Closed,https://maps.google.com/?cid=598898446470737980&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,museum tourist attraction cultural center point of interest establishment,dublin,ireland,"A outdoor destination named james joyce centre located in dublin, ireland. This place features characteristics and experiences such as: museum tourist attraction cultural center point of interest establishment. It is categorized as a destination. It is moderately priced and mid-range.",375,Monday: Closed | Tuesday: 10:30 AM – 4:30 PM | Wednesday: 10:30 AM – 4:30 PM | Thursday: 10:30 AM – 4:30 PM | Friday: 10:30 AM – 4:30 PM | Saturday: 10:30 AM – 4:30 PM | Sunday: Closed,destination
ChIJuwyGmYQOZ0gRSmYoBM2BKVM,dublin discovered boat tours,4.3,1,outdoor,53.3478293,-6.2481489,Monday: 10:00 AM – 4:30 PM | Tuesday: 10:00 AM – 4:30 PM | Wednesday: 10:00 AM – 4:30 PM | Thursday: 10:00 AM – 4:30 PM | Friday: 10:00 AM – 4:30 PM | Saturday: 10:00 AM – 4:30 PM | Sunday: 10:00 AM – 4:30 PM,https://maps.google.com/?cid=5992463496731190858&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,tourist attraction tour agency travel agency service point of interest establishment,dublin,ireland,"A outdoor destination named dublin discovered boat tours located in dublin, ireland. This place features characteristics and experiences such as: tourist attraction tour agency travel agency service point of interest establishment. It is categorized as a destination. It is moderately priced and mid-range.",364,Monday: 10:00 AM – 4:30 PM | Tuesday: 10:00 AM – 4:30 PM | Wednesday: 10:00 AM – 4:30 PM | Thursday: 10:00 AM – 4:30 PM | Friday: 10:00 AM – 4:30 PM | Saturday: 10:00 AM – 4:30 PM | Sunday: 10:00 AM – 4:30 PM,destination
ChIJCRCTLPEPZ0gRjDjM2MOcZIQ,irish music wall of fame,4.4,1,outdoor,53.3449899,-6.2643016,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://maps.google.com/?cid=9539922275647371404&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,tourist attraction point of interest establishment,dublin,ireland,"A outdoor destination named irish music wall of fame located in dublin, ireland. This place features characteristics and experiences such as: tourist attraction point of interest establishment. It is categorized as a destination. It is moderately priced and mid-range.",428,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,destination
ChIJw39ydyoMZ0gR8-2bO_FERjM,14 henrietta street,4.9,1,outdoor,53.3523798,-6.2701587,Monday: Closed | Tuesday: Closed | Wednesday: 10:00 AM – 4:00 PM | Thursday: 10:00 AM – 4:00 PM | Friday: 10:00 AM – 4:00 PM | Saturday: 10:00 AM – 4:00 PM | Sunday: 10:00 AM – 4:00 PM,https://maps.google.com/?cid=3694716347181952499&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,museum tourist attraction point of interest establishment,dublin,ireland,"A outdoor destination named 14 henrietta street located in dublin, ireland. This place features characteristics and experiences such as: museum tourist attraction point of interest establishment. It is categorized as a destination. It is moderately priced and mid-range.",83,Monday: Closed | Tuesday: Closed | Wednesday: 10:00 AM – 4:00 PM | Thursday: 10:00 AM – 4:00 PM | Friday: 10:00 AM – 4:00 PM | Saturday: 10:00 AM – 4:00 PM | Sunday: 10:00 AM – 4:00 PM,destination
ChIJC2l_v40OZ0gR-I15fFCUYCk,the jeanie johnston famine ship,4.7,1,outdoor,53.3476481,-6.246815799999999,Monday: 10:00 AM – 4:30 PM | Tuesday: 10:00 AM – 4:30 PM | Wednesday: 10:00 AM – 4:30 PM | Thursday: 10:00 AM – 4:30 PM | Friday: 10:00 AM – 4:30 PM | Saturday: 10:00 AM – 4:30 PM | Sunday: 10:00 AM – 4:30 PM,https://maps.google.com/?cid=2981546026725903864&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,museum cultural landmark history museum tourist attraction point of interest establishment,dublin,ireland,"A outdoor destination named the jeanie johnston famine ship located in dublin, ireland. This place features characteristics and experiences such as: museum cultural landmark history museum tourist attraction point of interest establishment. It is categorized as a destination. It is moderately priced and mid-range.",445,Monday: 10:00 AM – 4:30 PM | Tuesday: 10:00 AM – 4:30 PM | Wednesday: 10:00 AM – 4:30 PM | Thursday: 10:00 AM – 4:30 PM | Friday: 10:00 AM – 4:30 PM | Saturday: 10:00 AM – 4:30 PM | Sunday: 10:00 AM – 4:30 PM,destination
ChIJZe03SoMOZ0gRWnNxijfVrCg,old mill restaurant,4.5,2,indoor,53.3456589,-6.2629517,Monday: 9:00 AM – 10:30 PM | Tuesday: 9:00 AM – 10:30 PM | Wednesday: 9:00 AM – 10:30 PM | Thursday: 9:00 AM – 10:30 PM | Friday: 9:00 AM – 10:30 PM | Saturday: 9:00 AM – 10:30 PM | Sunday: 9:00 AM – 10:30 PM,https://maps.google.com/?cid=2930951892033958746&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,irish restaurant restaurant food point of interest establishment,dublin,ireland,"A indoor destination named old mill restaurant located in dublin, ireland. This place features characteristics and experiences such as: irish restaurant restaurant food point of interest establishment. It is categorized as a restaurant. It is moderately priced and mid-range.",342,Monday: 9:00 AM – 10:30 PM | Tuesday: 9:00 AM – 10:30 PM | Wednesday: 9:00 AM – 10:30 PM | Thursday: 9:00 AM – 10:30 PM | Friday: 9:00 AM – 10:30 PM | Saturday: 9:00 AM – 10:30 PM | Sunday: 9:00 AM – 10:30 PM,restaurant
ChIJO0IAQ4UOZ0gRf4GJOMtiPUY,the vintage kitchen,4.7,2,indoor,53.3469072,-6.2556946,"Monday: 5:00 – 10:00 PM | Tuesday: 12:00 – 10:00 PM | Wednesday: 12:00 – 3:00 PM, 5:00 – 10:00 PM | Thursday: 12:00 – 3:15 PM, 5:00 – 10:00 PM | Friday: 12:00 – 3:15 PM, 5:30 – 10:00 PM | Saturday: 12:00 – 10:00 PM | Sunday: Closed",https://maps.google.com/?cid=5061310181200724351&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,irish restaurant restaurant food point of interest establishment,dublin,ireland,"A indoor destination named the vintage kitchen located in dublin, ireland. This place features characteristics and experiences such as: irish restaurant restaurant food point of interest establishment. It is categorized as a restaurant. It is moderately priced and mid-range.",379,"Monday: 5:00 – 10:00 PM | Tuesday: 12:00 – 10:00 PM | Wednesday: 12:00 – 3:00 PM, 5:00 – 10:00 PM | Thursday: 12:00 – 3:15 PM, 5:00 – 10:00 PM | Friday: 12:00 – 3:15 PM, 5:30 – 10:00 PM | Saturday: 12:00 – 10:00 PM | Sunday: Closed",restaurant
ChIJnzE5E0sPZ0gRjNWjd1DkvpI,gloria osteria dublin,4.9,1,indoor,53.3454372,-6.258873,"Monday: 12:00 – 3:00 PM, 5:00 – 9:45 PM | Tuesday: 12:00 – 3:00 PM, 5:00 – 9:45 PM | Wednesday: 12:00 – 3:00 PM, 5:00 – 9:45 PM | Thursday: 12:00 – 3:00 PM, 5:00 – 9:45 PM | Friday: 12:00 – 10:30 PM | Saturday: 12:00 – 10:30 PM | Sunday: 12:00 – 9:45 PM",https://maps.google.com/?cid=10574140009368245644&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,italian restaurant fine dining restaurant european restaurant french restaurant restaurant food point of interest establishment,dublin,ireland,"A indoor destination named gloria osteria dublin located in dublin, ireland. This place features characteristics and experiences such as: italian restaurant fine dining restaurant european restaurant french restaurant restaurant food point of interest establishment. It is categorized as a restaurant. It is moderately priced and mid-range.",386,"Monday: 12:00 – 3:00 PM, 5:00 – 9:45 PM | Tuesday: 12:00 – 3:00 PM, 5:00 – 9:45 PM | Wednesday: 12:00 – 3:00 PM, 5:00 – 9:45 PM | Thursday: 12:00 – 3:00 PM, 5:00 – 9:45 PM | Friday: 12:00 – 10:30 PM | Saturday: 12:00 – 10:30 PM | Sunday: 12:00 – 9:45 PM",restaurant
ChIJI9ohIoEOZ0gReHRyl3GepHw,mr fox,4.7,3,indoor,53.3529755,-6.2648847000000005,Monday: Closed | Tuesday: 5:00 – 9:15 PM | Wednesday: 5:00 – 9:15 PM | Thursday: 5:00 – 9:15 PM | Friday: 5:00 – 9:30 PM | Saturday: 5:00 – 9:30 PM | Sunday: Closed,https://maps.google.com/?cid=8981477767592965240&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,restaurant food point of interest establishment,dublin,ireland,"A indoor destination named mr fox located in dublin, ireland. This place features characteristics and experiences such as: restaurant food point of interest establishment. It is categorized as a restaurant. It is moderately priced and mid-range.",59,Monday: Closed | Tuesday: 5:00 – 9:15 PM | Wednesday: 5:00 – 9:15 PM | Thursday: 5:00 – 9:15 PM | Friday: 5:00 – 9:30 PM | Saturday: 5:00 – 9:30 PM | Sunday: Closed,restaurant
ChIJvTI5kJwOZ0gRWNEA2-LZg6U,trocadero restaurant dublin,4.6,2,indoor,53.3433824,-6.2617176,Monday: Closed | Tuesday: 5:00 – 10:30 PM | Wednesday: 5:00 – 10:30 PM | Thursday: 5:00 – 10:30 PM | Friday: 5:00 – 10:30 PM | Saturday: 4:30 – 10:30 PM | Sunday: 3:00 – 8:00 PM,https://maps.google.com/?cid=11926615806567305560&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,restaurant food point of interest establishment,dublin,ireland,"A indoor destination named trocadero restaurant dublin located in dublin, ireland. This place features characteristics and experiences such as: restaurant food point of interest establishment. It is categorized as a restaurant. It is moderately priced and mid-range.",258,Monday: Closed | Tuesday: 5:00 – 10:30 PM | Wednesday: 5:00 – 10:30 PM | Thursday: 5:00 – 10:30 PM | Friday: 5:00 – 10:30 PM | Saturday: 4:30 – 10:30 PM | Sunday: 3:00 – 8:00 PM,restaurant
ChIJiTBhtJwOZ0gRQVe4FWJj5Kg,the old storehouse bar and restaurant,4.5,2,indoor,53.345176,-6.262646,Monday: 12:00 PM – 12:00 AM | Tuesday: 12:00 PM – 12:00 AM | Wednesday: 12:00 PM – 12:00 AM | Thursday: 12:00 PM – 12:00 AM | Friday: 11:00 AM – 2:00 AM | Saturday: 11:00 AM – 2:00 AM | Sunday: 11:00 AM – 12:00 AM,https://maps.google.com/?cid=12169961365984270145&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,irish pub pub restaurant food bar point of interest establishment,dublin,ireland,"A indoor destination named the old storehouse bar and restaurant located in dublin, ireland. This place features characteristics and experiences such as: irish pub pub restaurant food bar point of interest establishment. It is categorized as a restaurant. It is moderately priced and mid-range.",441,Monday: 12:00 PM – 12:00 AM | Tuesday: 12:00 PM – 12:00 AM | Wednesday: 12:00 PM – 12:00 AM | Thursday: 12:00 PM – 12:00 AM | Friday: 11:00 AM – 2:00 AM | Saturday: 11:00 AM – 2:00 AM | Sunday: 11:00 AM – 12:00 AM,restaurant
ChIJWQO9y5wOZ0gRDUWJDEpAPoE,la caverna restaurant and wine bar,4.7,2,indoor,53.3451399,-6.2632768,Monday: 4:00 – 9:00 PM | Tuesday: 4:00 – 9:00 PM | Wednesday: 4:00 – 9:00 PM | Thursday: 1:00 – 10:00 PM | Friday: 1:00 – 10:00 PM | Saturday: 1:00 – 10:00 PM | Sunday: 1:00 – 9:00 PM,https://maps.google.com/?cid=9312951766230844685&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,italian restaurant vegan restaurant cocktail bar mediterranean restaurant wine bar steak house vegetarian restaurant fine dining restaurant pizza restaurant seafood restaurant restaurant food bar point of interest establishment,dublin,ireland,"A indoor destination named la caverna restaurant and wine bar located in dublin, ireland. This place features characteristics and experiences such as: italian restaurant vegan restaurant cocktail bar mediterranean restaurant wine bar steak house vegetarian restaurant fine dining restaurant pizza restaurant seafood restaurant restaurant food bar point of interest establishment. It is categorized as a restaurant. It is moderately priced and mid-range.",325,Monday: 4:00 – 9:00 PM | Tuesday: 4:00 – 9:00 PM | Wednesday: 4:00 – 9:00 PM | Thursday: 1:00 – 10:00 PM | Friday: 1:00 – 10:00 PM | Saturday: 1:00 – 10:00 PM | Sunday: 1:00 – 9:00 PM,restaurant
ChIJ6cFsPi6xXUgRg4BVYWK5jzg,the shack restaurant,4.4,2,indoor,53.3454477,-6.264407800000001,Monday: 12:00 – 10:00 PM | Tuesday: 12:00 – 10:00 PM | Wednesday: 12:00 – 10:00 PM | Thursday: 12:00 – 10:00 PM | Friday: 12:00 – 11:00 PM | Saturday: 11:00 AM – 11:00 PM | Sunday: 11:00 AM – 10:00 PM,https://maps.google.com/?cid=4075680019984515203&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,irish restaurant restaurant food point of interest establishment,dublin,ireland,"A indoor destination named the shack restaurant located in dublin, ireland. This place features characteristics and experiences such as: irish restaurant restaurant food point of interest establishment. It is categorized as a restaurant. It is moderately priced and mid-range.",237,Monday: 12:00 – 10:00 PM | Tuesday: 12:00 – 10:00 PM | Wednesday: 12:00 – 10:00 PM | Thursday: 12:00 – 10:00 PM | Friday: 12:00 – 11:00 PM | Saturday: 11:00 AM – 11:00 PM | Sunday: 11:00 AM – 10:00 PM,restaurant
ChIJe9jxMagPZ0gRDcFKdyrLkJo,boss stop restaurant,4.9,2,indoor,53.3423723,-6.264357599999999,Monday: 12:00 – 10:00 PM | Tuesday: 12:00 – 10:00 PM | Wednesday: 12:00 – 10:00 PM | Thursday: 12:00 – 10:30 PM | Friday: 12:00 – 10:30 PM | Saturday: 12:00 – 10:30 PM | Sunday: 12:00 – 10:00 PM,https://maps.google.com/?cid=11137625261737689357&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,asian fusion restaurant fusion restaurant asian restaurant chinese restaurant restaurant food point of interest establishment,dublin,ireland,"A indoor destination named boss stop restaurant located in dublin, ireland. This place features characteristics and experiences such as: asian fusion restaurant fusion restaurant asian restaurant chinese restaurant restaurant food point of interest establishment. It is categorized as a restaurant. It is moderately priced and mid-range.",388,Monday: 12:00 – 10:00 PM | Tuesday: 12:00 – 10:00 PM | Wednesday: 12:00 – 10:00 PM | Thursday: 12:00 – 10:30 PM | Friday: 12:00 – 10:30 PM | Saturday: 12:00 – 10:30 PM | Sunday: 12:00 – 10:00 PM,restaurant
ChIJl9gur5sOZ0gRdWFOYPXJi6c,fire steakhouse dublin,4.4,3,indoor,53.3405397,-6.257922199999999,Monday: 5:00 – 9:15 PM | Tuesday: 5:00 – 9:15 PM | Wednesday: 5:00 – 9:15 PM | Thursday: 5:00 – 9:30 PM | Friday: 5:00 – 9:30 PM | Saturday: 1:00 – 10:00 PM | Sunday: 1:00 – 9:00 PM,https://maps.google.com/?cid=12072965281816666485&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,steak house fine dining restaurant restaurant food point of interest establishment,dublin,ireland,"A indoor destination named fire steakhouse dublin located in dublin, ireland. This place features characteristics and experiences such as: steak house fine dining restaurant restaurant food point of interest establishment. It is categorized as a restaurant. It is moderately priced and mid-range.",308,Monday: 5:00 – 9:15 PM | Tuesday: 5:00 – 9:15 PM | Wednesday: 5:00 – 9:15 PM | Thursday: 5:00 – 9:30 PM | Friday: 5:00 – 9:30 PM | Saturday: 1:00 – 10:00 PM | Sunday: 1:00 – 9:00 PM,restaurant
ChIJYYy3JZ0PZ0gR5b6JioTM6A4,mister s,4.7,2,indoor,53.334629,-6.265060399999999,Monday: Closed | Tuesday: 5:00 – 11:00 PM | Wednesday: 5:00 – 11:00 PM | Thursday: 5:00 – 11:00 PM | Friday: 12:00 – 11:00 PM | Saturday: 1:00 – 11:00 PM | Sunday: Closed,https://maps.google.com/?cid=1074333380759895781&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,restaurant food point of interest establishment,dublin,ireland,"A indoor destination named mister s located in dublin, ireland. This place features characteristics and experiences such as: restaurant food point of interest establishment. It is categorized as a restaurant. It is moderately priced and mid-range.",312,Monday: Closed | Tuesday: 5:00 – 11:00 PM | Wednesday: 5:00 – 11:00 PM | Thursday: 5:00 – 11:00 PM | Friday: 12:00 – 11:00 PM | Saturday: 1:00 – 11:00 PM | Sunday: Closed,restaurant
ChIJcWbtNYMOZ0gRIznsNiJdnFs,fx buckley steakhouse crow street,4.7,3,indoor,53.3446014,-6.263882799999999,Monday: 5:00 – 10:00 PM | Tuesday: 5:00 – 10:00 PM | Wednesday: 5:00 – 10:00 PM | Thursday: 5:00 – 10:00 PM | Friday: 1:00 – 10:00 PM | Saturday: 1:00 – 10:00 PM | Sunday: 1:00 – 9:00 PM,https://maps.google.com/?cid=6601253555350026531&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,steak house restaurant food point of interest establishment,dublin,ireland,"A indoor destination named fx buckley steakhouse crow street located in dublin, ireland. This place features characteristics and experiences such as: steak house restaurant food point of interest establishment. It is categorized as a restaurant. It is moderately priced and mid-range.",15,Monday: 5:00 – 10:00 PM | Tuesday: 5:00 – 10:00 PM | Wednesday: 5:00 – 10:00 PM | Thursday: 5:00 – 10:00 PM | Friday: 1:00 – 10:00 PM | Saturday: 1:00 – 10:00 PM | Sunday: 1:00 – 9:00 PM,restaurant
ChIJt3DQzIIOZ0gRw6u7FZ_CZp4,the stage door cafe,4.7,2,indoor,53.3452538,-6.2659495,Monday: 6:00 AM – 3:00 PM | Tuesday: 6:00 AM – 3:00 PM | Wednesday: 6:00 AM – 3:00 PM | Thursday: 6:00 AM – 3:00 PM | Friday: 6:00 AM – 3:00 PM | Saturday: 6:00 AM – 3:00 PM | Sunday: 6:00 AM – 3:00 PM,https://maps.google.com/?cid=11414024294137310147&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,cafe breakfast restaurant restaurant food point of interest establishment,dublin,ireland,"A indoor destination named the stage door cafe located in dublin, ireland. This place features characteristics and experiences such as: cafe breakfast restaurant restaurant food point of interest establishment. It is categorized as a restaurant. It is moderately priced and mid-range.",181,Monday: 6:00 AM – 3:00 PM | Tuesday: 6:00 AM – 3:00 PM | Wednesday: 6:00 AM – 3:00 PM | Thursday: 6:00 AM – 3:00 PM | Friday: 6:00 AM – 3:00 PM | Saturday: 6:00 AM – 3:00 PM | Sunday: 6:00 AM – 3:00 PM,restaurant
ChIJzwpddJsOZ0gRR_25_UBpZLU,wilde restaurant,4.6,1,indoor,53.3414914,-6.2610799,Monday: 12:30 – 9:30 PM | Tuesday: 12:30 – 9:30 PM | Wednesday: 12:30 – 9:30 PM | Thursday: 12:30 – 9:30 PM | Friday: 12:30 – 9:30 PM | Saturday: 12:30 – 9:30 PM | Sunday: 12:30 – 9:30 PM,https://maps.google.com/?cid=13070687746391670087&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,irish restaurant restaurant food point of interest establishment,dublin,ireland,"A indoor destination named wilde restaurant located in dublin, ireland. This place features characteristics and experiences such as: irish restaurant restaurant food point of interest establishment. It is categorized as a restaurant. It is moderately priced and mid-range.",457,Monday: 12:30 – 9:30 PM | Tuesday: 12:30 – 9:30 PM | Wednesday: 12:30 – 9:30 PM | Thursday: 12:30 – 9:30 PM | Friday: 12:30 – 9:30 PM | Saturday: 12:30 – 9:30 PM | Sunday: 12:30 – 9:30 PM,restaurant
ChIJfwQQ3L0OZ0gR1_44eE-GpU0,bloom brasserie,4.6,2,indoor,53.33364,-6.244821,"Monday: 5:00 – 10:30 PM | Tuesday: 12:00 – 2:30 PM, 5:00 – 10:30 PM | Wednesday: 12:00 – 2:30 PM, 5:00 – 10:30 PM | Thursday: 12:00 – 2:30 PM, 5:00 – 10:30 PM | Friday: 12:00 – 2:30 PM, 5:00 – 10:30 PM | Saturday: 4:00 – 10:30 PM | Sunday: 1:00 – 8:00 PM",https://maps.google.com/?cid=5595025787955248855&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,restaurant wine bar french restaurant food bar point of interest establishment,dublin,ireland,"A indoor destination named bloom brasserie located in dublin, ireland. This place features characteristics and experiences such as: restaurant wine bar french restaurant food bar point of interest establishment. It is categorized as a restaurant. It is moderately priced and mid-range.",324,"Monday: 5:00 – 10:30 PM | Tuesday: 12:00 – 2:30 PM, 5:00 – 10:30 PM | Wednesday: 12:00 – 2:30 PM, 5:00 – 10:30 PM | Thursday: 12:00 – 2:30 PM, 5:00 – 10:30 PM | Friday: 12:00 – 2:30 PM, 5:00 – 10:30 PM | Saturday: 4:00 – 10:30 PM | Sunday: 1:00 – 8:00 PM",restaurant
ChIJD6v4w4IOZ0gRtNMc-036ckg,bar italia ristorante,4.5,2,indoor,53.3464835,-6.2649892,Monday: 12:00 – 10:00 PM | Tuesday: 12:00 – 10:00 PM | Wednesday: 12:00 – 10:00 PM | Thursday: 12:00 – 10:00 PM | Friday: 12:00 – 10:00 PM | Saturday: 12:00 – 10:00 PM | Sunday: 12:00 – 9:30 PM,https://maps.google.com/?cid=5220510130908222388&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,italian restaurant restaurant food point of interest establishment,dublin,ireland,"A indoor destination named bar italia ristorante located in dublin, ireland. This place features characteristics and experiences such as: italian restaurant restaurant food point of interest establishment. It is categorized as a restaurant. It is moderately priced and mid-range.",124,Monday: 12:00 – 10:00 PM | Tuesday: 12:00 – 10:00 PM | Wednesday: 12:00 – 10:00 PM | Thursday: 12:00 – 10:00 PM | Friday: 12:00 – 10:00 PM | Saturday: 12:00 – 10:00 PM | Sunday: 12:00 – 9:30 PM,restaurant
